,# codigo,descripcion,tipo_arbol,folder_id
0,# ALIMENTOS,,Profeco_010101_arbol,data20220825
1,"# ACEITES, GRASAS Y VINAGRES",,Profeco_010101_arbol,data20220825
2,# ACEITES Y GRASAS,,Profeco_010101_arbol,data20220825
3,0166,ACEITE,Profeco_010101_arbol,data20220825
4,9000,ACEITE DE OLIVA,Profeco_010101_arbol,data20220825
5,9002,ALCAPARRA,Profeco_010101_arbol,data20220825
6,0170,GRASA COMESTIBLE,Profeco_010101_arbol,data20220825
7,0172,MANTECA DE CERDO,Profeco_010101_arbol,data20220825
8,0147,MANTEQUILLA,Profeco_010101_arbol,data20220825
9,0171,MARGARINA,Profeco_010101_arbol,data20220825
10,# VINAGRES,,Profeco_010101_arbol,data20220825
11,0983,VINAGRE,Profeco_010101_arbol,data20220825
12,# ALIMENTOS EN LATA Y PROCESADOS,,Profeco_010101_arbol,data20220825
13,# ALIMENTOS EN LATA Y PROCESADOS,,Profeco_010101_arbol,data20220825
14,9001,ACEITUNA,Profeco_010101_arbol,data20220825
15,0935,ALIMENTO PREPARADO PARA NIÑOS,Profeco_010101_arbol,data20220825
16,0136,ATUN,Profeco_010101_arbol,data20220825
17,0917,CHICHAROS EN LATA,Profeco_010101_arbol,data20220825
18,0915,CHILES,Profeco_010101_arbol,data20220825
19,0956,COCTEL DE FRUTAS EN ALMIBAR,Profeco_010101_arbol,data20220825
20,0970,CONCENTRADO DE POLLO,Profeco_010101_arbol,data20220825
21,0951,DURAZNOS EN ALMIBAR,Profeco_010101_arbol,data20220825
22,0864,ELOTE,Profeco_010101_arbol,data20220825
23,0931,FRIJOLES,Profeco_010101_arbol,data20220825
24,0971,MAYONESA,Profeco_010101_arbol,data20220825
25,0972,MOLE ROJO EN PASTA,Profeco_010101_arbol,data20220825
26,0973,MOSTAZA,Profeco_010101_arbol,data20220825
27,0014,PASTA PARA SOPA,Profeco_010101_arbol,data20220825
28,0952,PIÑA EN ALMIBAR,Profeco_010101_arbol,data20220825
29,0916,PURE DE TOMATE,Profeco_010101_arbol,data20220825
30,0978,SALSA DE SOYA,Profeco_010101_arbol,data20220825
31,0976,SALSA INGLESA,Profeco_010101_arbol,data20220825
32,0977,SALSA PICANTE,Profeco_010101_arbol,data20220825
33,0137,SARDINA,Profeco_010101_arbol,data20220825
34,0303,SOPA INSTANTANEA,Profeco_010101_arbol,data20220825
35,"# AZUCAR, ENDULZANTES Y CAFE",,Profeco_010101_arbol,data20220825
36,"# AZUCAR, ENDULZANTES Y CAFE",,Profeco_010101_arbol,data20220825
37,0960,AZUCAR,Profeco_010101_arbol,data20220825
38,0961,CAFE SOLUBLE,Profeco_010101_arbol,data20220825
39,0962,CAFE TOSTADO Y MOLIDO,Profeco_010101_arbol,data20220825
40,0991,CHOCOLATE EN TABLILLAS,Profeco_010101_arbol,data20220825
41,0998,JARABE PARA PREPARAR BEBIDAS,Profeco_010101_arbol,data20220825
42,0950,MERMELADA,Profeco_010101_arbol,data20220825
43,0996,MIEL DE ABEJA,Profeco_010101_arbol,data20220825
44,0990,POLVO PARA BEBIDAS SABOR CHOCOLATE,Profeco_010101_arbol,data20220825
45,# POSTRES PARA PREPARAR,,Profeco_010101_arbol,data20220825
46,0994,FLAN,Profeco_010101_arbol,data20220825
47,0995,GELATINA EN POLVO,Profeco_010101_arbol,data20220825
48,0984,POLVO P/HORNEAR,Profeco_010101_arbol,data20220825
49,# BEBIDAS,,Profeco_010101_arbol,data20220825
50,# BEBIDAS ALCOHOLICAS,,Profeco_010101_arbol,data20220825
51,1000,BRANDY,Profeco_010101_arbol,data20220825
52,1001,CERVEZA,Profeco_010101_arbol,data20220825
53,1005,TEQUILA,Profeco_010101_arbol,data20220825
54,# BEBIDAS NO ALCOHOLICAS,,Profeco_010101_arbol,data20220825
55,0964,AGUA CON GAS,Profeco_010101_arbol,data20220825
56,0965,AGUA SIN GAS,Profeco_010101_arbol,data20220825
57,0968,BEBIDAS HIDRATANTES,Profeco_010101_arbol,data20220825
58,0967,JUGO DE FRUTA,Profeco_010101_arbol,data20220825
59,0966,REFRESCO,Profeco_010101_arbol,data20220825
60,"# CARNE, POLLO Y PESCADO",,Profeco_010101_arbol,data20220825
61,# CARNE DE CERDO,,Profeco_010101_arbol,data20220825
62,0044,CABEZA DE CERDO,Profeco_010101_arbol,data20220825
63,0049,CARNE MOLIDA DE CERDO,Profeco_010101_arbol,data20220825
64,0041,CHULETA DE CERDO,Profeco_010101_arbol,data20220825
65,0045,ESPINAZO DE CERDO,Profeco_010101_arbol,data20220825
66,0043,LOMO DE CERDO,Profeco_010101_arbol,data20220825
67,0046,MANITAS DE CERDO,Profeco_010101_arbol,data20220825
68,0042,MILANESA DE CERDO,Profeco_010101_arbol,data20220825
69,0047,PIERNA DE CERDO ENTERA/PERNIL,Profeco_010101_arbol,data20220825
70,# CARNE DE POLLO Y PAVO,,Profeco_010101_arbol,data20220825
71,0032,PECHUGA DE POLLO,Profeco_010101_arbol,data20220825
72,0033,PIERNA DE POLLO,Profeco_010101_arbol,data20220825
73,0031,POLLO ENTERO,Profeco_010101_arbol,data20220825
74,# CARNE DE RES,,Profeco_010101_arbol,data20220825
75,0069,BISTEC DE DIEZMILLO DE RES,Profeco_010101_arbol,data20220825
76,0071,BISTEC DE RES. CORTE DELGADO,Profeco_010101_arbol,data20220825
77,0070,BISTEC DEL 0,Profeco_010101_arbol,data20220825
78,0059,CARNE MOLIDA DE RES,Profeco_010101_arbol,data20220825
79,0052,CARNE PARA ASAR DE RES,Profeco_010101_arbol,data20220825
80,0061,CHULETA DE RES/CHULETA COSTILLA/CHULETON,Profeco_010101_arbol,data20220825
81,0060,FALDA DE RES,Profeco_010101_arbol,data20220825
82,0053,FILETE DE RES,Profeco_010101_arbol,data20220825
83,0064,HIGADO DE RES,Profeco_010101_arbol,data20220825
84,0077,MILANESA DE RES,Profeco_010101_arbol,data20220825
85,0066,PANZA O MENUDO DE RES,Profeco_010101_arbol,data20220825
86,0063,RETAZO C/HUESO DE RES,Profeco_010101_arbol,data20220825
87,# FRUTAS Y VERDURAS FRESCAS,,Profeco_010101_arbol,data20220825
88,# FRUTAS Y VERDURAS FRESCAS,,Profeco_010101_arbol,data20220825
89,0850,ACELGA,Profeco_010101_arbol,data20220825
90,0800,AGUACATE,Profeco_010101_arbol,data20220825
91,0851,AJO,Profeco_010101_arbol,data20220825
92,0853,APIO,Profeco_010101_arbol,data20220825
93,0854,BETABEL,Profeco_010101_arbol,data20220825
94,0855,BROCOLI,Profeco_010101_arbol,data20220825
95,0856,CALABAZA,Profeco_010101_arbol,data20220825
96,0857,CEBOLLA,Profeco_010101_arbol,data20220825
97,0858,CHAYOTE,Profeco_010101_arbol,data20220825
98,0859,CHICHAROS,Profeco_010101_arbol,data20220825
99,0860,CHILE FRESCO,Profeco_010101_arbol,data20220825
100,0868,CILANTRO,Profeco_010101_arbol,data20220825
101,0802,CIRUELA,Profeco_010101_arbol,data20220825
102,0861,COL,Profeco_010101_arbol,data20220825
103,0862,COLIFLOR,Profeco_010101_arbol,data20220825
104,0824,DURAZNO,Profeco_010101_arbol,data20220825
105,0863,EJOTE,Profeco_010101_arbol,data20220825
106,0864,ELOTE,Profeco_010101_arbol,data20220825
107,0866,ESPINACAS,Profeco_010101_arbol,data20220825
108,0803,FRESA,Profeco_010101_arbol,data20220825
109,0823,GRANADA,Profeco_010101_arbol,data20220825
110,0825,GUANABANA,Profeco_010101_arbol,data20220825
111,0804,GUAYABA,Profeco_010101_arbol,data20220825
112,0867,HONGOS CHAMPIÑONES,Profeco_010101_arbol,data20220825
113,9015,JAMAICA,Profeco_010101_arbol,data20220825
114,9017,JICAMA,Profeco_010101_arbol,data20220825
115,0869,JITOMATE,Profeco_010101_arbol,data20220825
116,0826,KIWI,Profeco_010101_arbol,data20220825
117,0870,LECHUGA,Profeco_010101_arbol,data20220825
118,9018,LIMA,Profeco_010101_arbol,data20220825
119,0806,LIMON,Profeco_010101_arbol,data20220825
120,0807,MAMEY,Profeco_010101_arbol,data20220825
121,0809,MANGO,Profeco_010101_arbol,data20220825
122,0810,MANZANA,Profeco_010101_arbol,data20220825
123,0811,MELON,Profeco_010101_arbol,data20220825
124,0812,NARANJA,Profeco_010101_arbol,data20220825
125,0871,NOPAL,Profeco_010101_arbol,data20220825
126,0872,PAPA,Profeco_010101_arbol,data20220825
127,0813,PAPAYA,Profeco_010101_arbol,data20220825
128,0873,PEPINO,Profeco_010101_arbol,data20220825
129,0814,PERA,Profeco_010101_arbol,data20220825
130,0827,PERON,Profeco_010101_arbol,data20220825
131,0874,PIMIENTO,Profeco_010101_arbol,data20220825
132,0816,PLATANO,Profeco_010101_arbol,data20220825
133,0875,RABANO,Profeco_010101_arbol,data20220825
134,0817,SANDIA,Profeco_010101_arbol,data20220825
135,9028,TAMARINDO,Profeco_010101_arbol,data20220825
136,0877,TOMATE,Profeco_010101_arbol,data20220825
137,0820,TORONJA,Profeco_010101_arbol,data20220825
138,0821,TUNA,Profeco_010101_arbol,data20220825
139,0822,UVA,Profeco_010101_arbol,data20220825
140,0879,ZANAHORIA,Profeco_010101_arbol,data20220825
