,# codigo,descripcion,tipo_arbol,folder_id
0,# ALIMENTOS,,Profeco_010101_arbol,data20220818
1,"# ACEITES, GRASAS Y VINAGRES",,Profeco_010101_arbol,data20220818
2,# ACEITES Y GRASAS,,Profeco_010101_arbol,data20220818
3,0166,ACEITE,Profeco_010101_arbol,data20220818
4,9000,ACEITE DE OLIVA,Profeco_010101_arbol,data20220818
5,9002,ALCAPARRA,Profeco_010101_arbol,data20220818
6,0170,GRASA COMESTIBLE,Profeco_010101_arbol,data20220818
7,0172,MANTECA DE CERDO,Profeco_010101_arbol,data20220818
8,0147,MANTEQUILLA,Profeco_010101_arbol,data20220818
9,0171,MARGARINA,Profeco_010101_arbol,data20220818
10,# VINAGRES,,Profeco_010101_arbol,data20220818
11,0983,VINAGRE,Profeco_010101_arbol,data20220818
12,# ALIMENTOS EN LATA Y PROCESADOS,,Profeco_010101_arbol,data20220818
13,# ALIMENTOS EN LATA Y PROCESADOS,,Profeco_010101_arbol,data20220818
14,9001,ACEITUNA,Profeco_010101_arbol,data20220818
15,0935,ALIMENTO PREPARADO PARA NIÑOS,Profeco_010101_arbol,data20220818
16,0136,ATUN,Profeco_010101_arbol,data20220818
17,0917,CHICHAROS EN LATA,Profeco_010101_arbol,data20220818
18,0915,CHILES,Profeco_010101_arbol,data20220818
19,0956,COCTEL DE FRUTAS EN ALMIBAR,Profeco_010101_arbol,data20220818
20,0970,CONCENTRADO DE POLLO,Profeco_010101_arbol,data20220818
21,0951,DURAZNOS EN ALMIBAR,Profeco_010101_arbol,data20220818
22,0864,ELOTE,Profeco_010101_arbol,data20220818
23,0931,FRIJOLES,Profeco_010101_arbol,data20220818
24,0971,MAYONESA,Profeco_010101_arbol,data20220818
25,0972,MOLE ROJO EN PASTA,Profeco_010101_arbol,data20220818
26,0973,MOSTAZA,Profeco_010101_arbol,data20220818
27,0014,PASTA PARA SOPA,Profeco_010101_arbol,data20220818
28,0952,PIÑA EN ALMIBAR,Profeco_010101_arbol,data20220818
29,0916,PURE DE TOMATE,Profeco_010101_arbol,data20220818
30,0978,SALSA DE SOYA,Profeco_010101_arbol,data20220818
31,0976,SALSA INGLESA,Profeco_010101_arbol,data20220818
32,0977,SALSA PICANTE,Profeco_010101_arbol,data20220818
33,0137,SARDINA,Profeco_010101_arbol,data20220818
34,0303,SOPA INSTANTANEA,Profeco_010101_arbol,data20220818
35,"# AZUCAR, ENDULZANTES Y CAFE",,Profeco_010101_arbol,data20220818
36,"# AZUCAR, ENDULZANTES Y CAFE",,Profeco_010101_arbol,data20220818
37,0960,AZUCAR,Profeco_010101_arbol,data20220818
38,0961,CAFE SOLUBLE,Profeco_010101_arbol,data20220818
39,0962,CAFE TOSTADO Y MOLIDO,Profeco_010101_arbol,data20220818
40,0991,CHOCOLATE EN TABLILLAS,Profeco_010101_arbol,data20220818
41,0998,JARABE PARA PREPARAR BEBIDAS,Profeco_010101_arbol,data20220818
42,0950,MERMELADA,Profeco_010101_arbol,data20220818
43,0996,MIEL DE ABEJA,Profeco_010101_arbol,data20220818
44,0990,POLVO PARA BEBIDAS SABOR CHOCOLATE,Profeco_010101_arbol,data20220818
45,# POSTRES PARA PREPARAR,,Profeco_010101_arbol,data20220818
46,0994,FLAN,Profeco_010101_arbol,data20220818
47,0995,GELATINA EN POLVO,Profeco_010101_arbol,data20220818
48,0984,POLVO P/HORNEAR,Profeco_010101_arbol,data20220818
49,# BEBIDAS,,Profeco_010101_arbol,data20220818
50,# BEBIDAS ALCOHOLICAS,,Profeco_010101_arbol,data20220818
51,1000,BRANDY,Profeco_010101_arbol,data20220818
52,1001,CERVEZA,Profeco_010101_arbol,data20220818
53,1005,TEQUILA,Profeco_010101_arbol,data20220818
54,# BEBIDAS NO ALCOHOLICAS,,Profeco_010101_arbol,data20220818
55,0964,AGUA CON GAS,Profeco_010101_arbol,data20220818
56,0965,AGUA SIN GAS,Profeco_010101_arbol,data20220818
57,0968,BEBIDAS HIDRATANTES,Profeco_010101_arbol,data20220818
58,0967,JUGO DE FRUTA,Profeco_010101_arbol,data20220818
59,0966,REFRESCO,Profeco_010101_arbol,data20220818
60,"# CARNE, POLLO Y PESCADO",,Profeco_010101_arbol,data20220818
61,# CARNE DE CERDO,,Profeco_010101_arbol,data20220818
62,0044,CABEZA DE CERDO,Profeco_010101_arbol,data20220818
63,0049,CARNE MOLIDA DE CERDO,Profeco_010101_arbol,data20220818
64,0041,CHULETA DE CERDO,Profeco_010101_arbol,data20220818
65,0045,ESPINAZO DE CERDO,Profeco_010101_arbol,data20220818
66,0043,LOMO DE CERDO,Profeco_010101_arbol,data20220818
67,0046,MANITAS DE CERDO,Profeco_010101_arbol,data20220818
68,0042,MILANESA DE CERDO,Profeco_010101_arbol,data20220818
69,0047,PIERNA DE CERDO ENTERA/PERNIL,Profeco_010101_arbol,data20220818
70,# CARNE DE POLLO Y PAVO,,Profeco_010101_arbol,data20220818
71,0032,PECHUGA DE POLLO,Profeco_010101_arbol,data20220818
72,0033,PIERNA DE POLLO,Profeco_010101_arbol,data20220818
73,0031,POLLO ENTERO,Profeco_010101_arbol,data20220818
74,# CARNE DE RES,,Profeco_010101_arbol,data20220818
75,0069,BISTEC DE DIEZMILLO DE RES,Profeco_010101_arbol,data20220818
76,0071,BISTEC DE RES. CORTE DELGADO,Profeco_010101_arbol,data20220818
77,0070,BISTEC DEL 0,Profeco_010101_arbol,data20220818
78,0072,BISTEC RANCHERO,Profeco_010101_arbol,data20220818
79,0059,CARNE MOLIDA DE RES,Profeco_010101_arbol,data20220818
80,0052,CARNE PARA ASAR DE RES,Profeco_010101_arbol,data20220818
81,0061,CHULETA DE RES/CHULETA COSTILLA/CHULETON,Profeco_010101_arbol,data20220818
82,0060,FALDA DE RES,Profeco_010101_arbol,data20220818
83,0053,FILETE DE RES,Profeco_010101_arbol,data20220818
84,0064,HIGADO DE RES,Profeco_010101_arbol,data20220818
85,0077,MILANESA DE RES,Profeco_010101_arbol,data20220818
86,0066,PANZA O MENUDO DE RES,Profeco_010101_arbol,data20220818
87,0063,RETAZO C/HUESO DE RES,Profeco_010101_arbol,data20220818
88,# FRUTAS Y VERDURAS FRESCAS,,Profeco_010101_arbol,data20220818
89,# FRUTAS Y VERDURAS FRESCAS,,Profeco_010101_arbol,data20220818
90,0850,ACELGA,Profeco_010101_arbol,data20220818
91,0800,AGUACATE,Profeco_010101_arbol,data20220818
92,0851,AJO,Profeco_010101_arbol,data20220818
93,0853,APIO,Profeco_010101_arbol,data20220818
94,0854,BETABEL,Profeco_010101_arbol,data20220818
95,0855,BROCOLI,Profeco_010101_arbol,data20220818
96,0856,CALABAZA,Profeco_010101_arbol,data20220818
97,0857,CEBOLLA,Profeco_010101_arbol,data20220818
98,0858,CHAYOTE,Profeco_010101_arbol,data20220818
99,0859,CHICHAROS,Profeco_010101_arbol,data20220818
100,0860,CHILE FRESCO,Profeco_010101_arbol,data20220818
101,0868,CILANTRO,Profeco_010101_arbol,data20220818
102,0802,CIRUELA,Profeco_010101_arbol,data20220818
